번호,가맹점명,승인일시,승인금액,할부,카드사,승인번호,구분,TID
6543,신나라콜라텍1,2025-10-26 13:33:57,"22,000",일시불,07,30021855,승인,1047334507
6544,신나라콜라텍1,2025-10-26 13:32:58,"11,000",일시불,01,65923470,승인,1047334507
6545,신나라콜라텍1,2025-10-26 13:32:14,"17,000",일시불,31,82710518,승인,1047334507
6546,신나라콜라텍1,2025-10-26 13:31:23,"9,000",일시불,27,15849333,승인,1047334507
6547,신나라콜라텍1,2025-10-26 13:28:22,"17,000",일시불,05,43480456,승인,1047334507
6548,신나라콜라텍1,2025-10-26 13:20:17,"20,000",일시불,12,68592909,승인,1047334507
6549,신나라콜라텍1,2025-10-26 13:18:28,"26,000",일시불,27,11850363,승인,1047334507
6550,신나라콜라텍1,2025-10-26 13:15:43,"7,000",일시불,12,68537947,승인,1047334507
6551,신나라콜라텍1,2025-10-26 13:14:46,"3,000",일시불,31,83900579,승인,1047334507
6552,용형,2025-10-26 13:13:10,"2,800,000",5개월,01,65819157,승인,WNO1755594646
6553,용형,2025-10-26 13:09:09,"5,000,000",5개월,03,46168153,승인,WNO1755594646
6554,신나라콜라텍1,2025-10-26 13:02:38,"17,000",일시불,12,68380103,승인,1047334507
6555,이마트24마시안해변점,2025-10-26 12:57:11,"5,500",일시불,07,00084328,승인,1047369574
6556,신나라콜라텍1,2025-10-26 12:56:56,"45,000",일시불,01,65735674,승인,1047334507
6557,크라운족발야탑점,2025-10-26 12:46:06,"24,000",일시불,06,30704661,승인,1047363149
6558,신나라콜라텍1,2025-10-26 12:44:14,"24,000",일시불,01,65672700,승인,1047334507
6559,신나라콜라텍1,2025-10-26 12:30:42,"12,000",일시불,04,00324571,승인,1047334507
6560,신나라콜라텍1,2025-10-26 12:29:48,"27,000",일시불,07,30108359,승인,1047334507
6561,귀한족발가락시장점,2025-10-26 12:27:06,"53,000",일시불,07,00794002,승인,1047365675
6562,신나라콜라텍1,2025-10-26 12:20:22,"14,000",일시불,31,82910562,승인,1047334507
6563,신나라콜라텍1,2025-10-26 12:14:18,"19,000",일시불,12,67816181,승인,1047334507
6564,올빼미카워시,2025-10-26 12:04:06,"85,000",일시불,06,30149822,승인,1047363400
6565,서울35아1741,2025-10-26 09:18:10,"64,200",일시불,02,30043333,승인,1047369580
6566,이마트24마시안해변점,2025-10-26 08:58:13,"1,000",일시불,06,28416292,승인취소,1047369574
6567,이마트24마시안해변점,2025-10-26 08:56:15,"-1,000",일시불,06,28416292,취소,1047369574
6568,귀한족발가락시장점,2025-10-25 23:54:11,"69,000",일시불,15,85328243,승인,1047365675
6569,귀한족발가락시장점,2025-10-25 23:47:08,"410,500",일시불,02,21001967,승인,1047365675
6570,크라운족발야탑점,2025-10-25 23:46:07,"62,000",일시불,06,26550302,승인,1047363149
6571,귀한족발가락시장점,2025-10-25 23:18:06,"111,000",일시불,06,26374519,승인,1047365675
6572,푸라닭서초2동점,2025-10-25 22:47:07,"70,700",일시불,06,26156411,승인,1047365188
6573,렛츠고강화캠핑,2025-10-25 22:30:07,"16,500",일시불,07,00954159,승인,1047369573
6574,귀한족발가락시장점,2025-10-25 22:18:07,"56,000",일시불,03,26839193,승인,1047365675
6575,도화(즉),2025-10-25 22:04:12,"330,000",일시불,01,62910313,승인,1047363480
6576,푸라닭서초2동점,2025-10-25 21:48:13,"5,800",일시불,01,62832634,승인,1047365188
6577,크라운족발야탑점,2025-10-25 21:42:11,"129,500",일시불,02,30401714,승인,1047363149
6578,푸라닭서초2동점,2025-10-25 21:25:14,"20,900",일시불,02,30087513,승인,1047365188
6579,렛츠고강화캠핑,2025-10-25 20:23:07,"4,000",일시불,04,30947331,승인,1047369573
6580,렛츠고강화캠핑,2025-10-25 20:14:11,"2,000",일시불,07,00179740,승인,1047369573
6581,렛츠고강화캠핑,2025-10-25 20:13:10,"5,000",일시불,06,24559214,승인,1047369573
6582,렛츠고강화캠핑,2025-10-25 20:10:08,"6,500",일시불,07,00403273,승인,1047369573
6583,렛츠고강화캠핑,2025-10-25 20:01:13,"4,000",일시불,06,24406857,승인,1047369573
6584,푸라닭서초2동점,2025-10-25 19:58:11,"46,800",일시불,04,46214232,승인,1047365188
6585,귀한족발가락시장점,2025-10-25 19:45:11,"85,000",일시불,02,30028292,승인,1047365675
6586,크라운족발야탑점,2025-10-25 19:45:11,"44,000",일시불,03,03830243,승인,1047363149
6587,렛츠고강화캠핑,2025-10-25 19:40:07,"4,500",일시불,03,06618605,승인,1047369573
6588,렛츠고강화캠핑,2025-10-25 19:37:04,"4,000",일시불,04,11236173,승인,1047369573
6589,크라운족발야탑점,2025-10-25 19:37:04,"48,500",일시불,03,10823258,승인취소,1047363149
6590,귀한족발가락시장점,2025-10-25 19:36:14,"271,000",일시불,01,62097826,승인,1047365675
6591,크라운족발야탑점,2025-10-25 19:35:19,"-48,500",일시불,03,10823258,취소,1047363149
6592,크라운족발야탑점,2025-10-25 19:35:13,"57,000",일시불,04,12004413,승인,1047363149
6593,이마트24왕산해수욕장점,2025-10-25 19:30:09,"30,000",일시불,07,00786618,승인,1047369575
6594,시앤유,2025-10-25 19:19:44,"2,000,000",일시불,27,24283307,승인,WNO1754986085
6595,시앤유,2025-10-25 19:19:26,"5,000,000",일시불,27,23283307,승인,WNO1754986085
6596,시앤유,2025-10-25 19:18:45,"4,960,000",일시불,15,62010194,승인,WNO1754986085
6597,시앤유,2025-10-25 19:18:26,"5,000,000",일시불,15,61989441,승인,WNO1754986085
6598,시앤유,2025-10-25 19:16:39,"900,000",일시불,15,61983876,승인,WNO1754986085
6599,시앤유,2025-10-25 19:16:11,"5,000,000",일시불,15,61992141,승인,WNO1754986085
6600,시앤유,2025-10-25 19:15:54,"5,000,000",일시불,15,61991222,승인,WNO1754986085
6601,시앤유,2025-10-25 19:15:31,"4,600,000",일시불,15,61980345,승인,WNO1754986085
6602,시앤유,2025-10-25 19:15:12,"5,000,000",일시불,15,61969083,승인,WNO1754986085
6603,크라운족발야탑점,2025-10-25 19:12:08,"47,000",일시불,04,73352038,승인,1047363149
6604,렛츠고강화캠핑,2025-10-25 19:07:05,"10,000",일시불,04,63423796,승인,1047369573
6605,렛츠고강화캠핑,2025-10-25 19:06:06,"26,000",일시불,04,02917446,승인,1047369573
6606,크라운족발야탑점,2025-10-25 19:03:05,"76,000",일시불,01,61893024,승인,1047363149
6607,렛츠고강화캠핑,2025-10-25 18:50:14,"11,000",일시불,02,30003742,승인,1047369573
6608,크라운족발야탑점,2025-10-25 18:48:13,"393,000",일시불,07,00012203,승인,1047363149
6609,렛츠고강화캠핑,2025-10-25 18:45:10,"10,000",일시불,04,30672629,승인,1047369573
6610,크라운족발야탑점,2025-10-25 18:41:07,"2,000",일시불,01,61674655,승인,1047363149
6611,푸라닭서초2동점,2025-10-25 18:37:14,"23,400",일시불,07,00004453,승인,1047365188
6612,크라운족발야탑점,2025-10-25 18:34:11,"9,000",일시불,01,61620377,승인,1047363149
6613,올빼미카워시,2025-10-25 18:32:09,"88,000",일시불,07,00371913,승인,1047363400
6614,렛츠고강화캠핑,2025-10-25 17:56:08,"10,000",일시불,12,62667015,승인,1047369573
6615,귀한족발가락시장점,2025-10-25 17:49:04,"62,000",일시불,08,52188060,승인,1047365675
6616,신나라콜라텍1,2025-10-25 17:25:15,"3,000",일시불,02,22119268,승인,1047334507
6617,크라운족발야탑점,2025-10-25 17:22:13,"84,000",일시불,01,61145310,승인,1047363149
6618,디지털스퀘어(즉),2025-10-25 17:18:11,"800,000",8개월,08,35552094,승인,WRT1760597222
6619,렛츠고강화캠핑,2025-10-25 17:02:13,"13,000",일시불,04,92462475,승인,1047369573
6620,신나라콜라텍2,2025-10-25 16:59:10,"18,000",일시불,02,21736239,승인,1047334508
6621,신나라콜라텍1,2025-10-25 16:44:53,"6,000",일시불,02,21533309,승인,1047334507
6622,렛츠고강화캠핑,2025-10-25 16:37:09,"10,000",일시불,12,61732605,승인,1047369573
6623,렛츠고강화캠핑,2025-10-25 16:35:07,"4,000",일시불,04,21499417,승인,1047369573
6624,신나라콜라텍1,2025-10-25 16:33:31,"1,000",일시불,02,21365287,승인,1047334507
6625,신나라콜라텍1,2025-10-25 16:22:26,"16,000",일시불,02,21212492,승인,1047334507
6626,렛츠고강화캠핑,2025-10-25 16:20:10,"5,000",일시불,01,60388383,승인,1047369573
6627,신나라콜라텍1,2025-10-25 16:19:16,"16,000",일시불,12,61547107,승인,1047334507
6628,신나라콜라텍1,2025-10-25 16:17:04,"25,000",일시불,01,60393005,승인,1047334507
6629,신나라콜라텍2,2025-10-25 16:15:18,"6,000",일시불,12,61500722,승인,1047334508
6630,신나라콜라텍1,2025-10-25 16:12:30,"11,000",일시불,07,30017856,승인,1047334507
6631,신나라콜라텍2,2025-10-25 16:11:11,"15,000",일시불,07,30025935,승인,1047334508
6632,신나라콜라텍1,2025-10-25 16:07:45,"13,000",일시불,01,60335492,승인,1047334507
6633,귀한족발가락시장점,2025-10-25 16:02:08,"39,000",일시불,04,93850600,승인취소,1047365675
6634,귀한족발가락시장점,2025-10-25 16:00:34,"-39,000",일시불,04,93850600,취소,1047365675
6635,신나라콜라텍1,2025-10-25 15:58:46,"7,000",일시불,01,60268791,승인,1047334507
6636,신나라콜라텍1,2025-10-25 15:53:44,"13,000",일시불,12,61246852,승인,1047334507
6637,렛츠고강화캠핑,2025-10-25 15:53:05,"16,000",일시불,07,00423272,승인,1047369573
6638,신나라콜라텍1,2025-10-25 15:51:47,"20,000",일시불,07,30007149,승인,1047334507
6639,렛츠고강화캠핑,2025-10-25 15:45:10,"3,000",일시불,08,44442226,승인,1047369573
6640,신나라콜라텍1,2025-10-25 15:41:54,"3,000",일시불,31,82410462,승인,1047334507
6641,귀한족발가락시장점,2025-10-25 15:41:08,"39,000",일시불,04,71199762,승인취소,1047365675
6642,귀한족발가락시장점,2025-10-25 15:39:51,"-39,000",일시불,04,71199762,취소,1047365675
6643,토브,2025-10-25 15:35:04,"25,000",일시불,12,60999293,승인,1047367468
6644,올빼미카워시,2025-10-25 15:34:05,"55,000",일시불,06,20486844,승인,1047363400
6645,신나라콜라텍1,2025-10-25 15:30:22,"4,000",일시불,01,60115701,승인,1047334507
6646,신나라콜라텍1,2025-10-25 15:29:53,"16,000",일시불,12,60961866,승인,1047334507
6647,신나라콜라텍1,2025-10-25 15:15:02,"12,000",일시불,07,30025924,승인,1047334507
6648,신나라콜라텍1,2025-10-25 15:06:50,"17,000",일시불,07,30005555,승인,1047334507
6649,귀한족발가락시장점,2025-10-25 15:06:10,"96,000",일시불,15,82250170,승인,1047365675
6650,신나라콜라텍1,2025-10-25 15:05:36,"14,000",일시불,31,82240451,승인,1047334507
6651,신나라콜라텍2,2025-10-25 15:02:11,"13,000",일시불,01,59942672,승인,1047334508
6652,신나라콜라텍1,2025-10-25 15:00:47,"11,000",일시불,01,59928371,승인,1047334507
6653,신나라콜라텍1,2025-10-25 15:00:16,"4,000",일시불,31,83680435,승인,1047334507
6654,신나라콜라텍2,2025-10-25 15:00:07,"12,000",일시불,01,59926375,승인,1047334508
6655,신나라콜라텍1,2025-10-25 14:51:38,"7,000",일시불,07,25076263,승인,1047334507
6656,신나라콜라텍1,2025-10-25 14:45:01,"21,000",일시불,07,30050206,승인,1047334507
6657,렛츠고강화캠핑,2025-10-25 14:43:10,"10,000",일시불,07,00454613,승인,1047369573
6658,신나라콜라텍1,2025-10-25 14:41:09,"11,000",일시불,12,60360056,승인,1047334507
6659,신나라콜라텍1,2025-10-25 14:39:20,"26,000",일시불,07,30029145,승인,1047334507
6660,신나라콜라텍1,2025-10-25 14:36:17,"22,000",일시불,12,60298539,승인,1047334507
6661,신나라콜라텍1,2025-10-25 14:35:50,"4,000",일시불,01,59797364,승인,1047334507
6662,신나라콜라텍1,2025-10-25 14:31:55,"33,000",일시불,01,59776280,승인,1047334507
6663,렛츠고강화캠핑,2025-10-25 14:31:14,"20,000",일시불,01,59749193,승인,1047369573
6664,신나라콜라텍1,2025-10-25 14:30:05,"8,000",일시불,03,76799089,승인,1047334507
6665,크라운족발야탑점,2025-10-25 14:23:09,"24,000",일시불,03,06818546,승인,1047363149
6666,신나라콜라텍1,2025-10-25 14:20:20,"32,000",일시불,12,60095699,승인,1047334507
6667,신나라콜라텍2,2025-10-25 14:18:32,"24,000",일시불,12,60072434,승인,1047334508
6668,신나라콜라텍1,2025-10-25 14:17:59,"20,000",일시불,03,02791585,승인,1047334507
6669,신나라콜라텍1,2025-10-25 14:17:36,"3,000",일시불,31,84142177,승인,1047334507
6670,신나라콜라텍1,2025-10-25 14:16:41,"14,000",일시불,12,60047956,승인,1047334507
6671,귀한족발가락시장점,2025-10-25 14:16:05,"104,000",일시불,06,19297989,승인,1047365675
6672,신나라콜라텍1,2025-10-25 14:15:49,"14,000",일시불,07,30014641,승인,1047334507
6673,신나라콜라텍1,2025-10-25 14:14:54,"22,000",일시불,02,19313912,승인,1047334507
6674,서울35아1741,2025-10-25 14:12:11,"1,000",일시불,03,00101710,승인취소,1047369580
6675,서울35아1741,2025-10-25 14:09:59,"-1,000",일시불,03,00101710,취소,1047369580
6676,신나라콜라텍1,2025-10-25 14:08:23,"14,000",일시불,02,19205596,승인,1047334507
6677,크라운족발야탑점,2025-10-25 14:08:08,"31,500",일시불,02,21192437,승인,1047363149
6678,서울35아1741,2025-10-25 14:06:07,"1,000",일시불,03,09100710,승인취소,1047369580
6679,신나라콜라텍2,2025-10-25 14:05:22,"3,000",일시불,07,30011252,승인,1047334508
6680,신나라콜라텍1,2025-10-25 14:05:13,"14,000",일시불,01,59609801,승인,1047334507
6681,서울35아1741,2025-10-25 14:04:24,"-1,000",일시불,03,09100710,취소,1047369580
6682,신나라콜라텍1,2025-10-25 14:01:09,"20,000",일시불,01,59596477,승인,1047334507
6683,신나라콜라텍1,2025-10-25 14:00:42,"12,000",일시불,07,21076156,승인,1047334507
6684,신나라콜라텍1,2025-10-25 14:00:10,"11,000",일시불,02,19074858,승인,1047334507
6685,신나라콜라텍1,2025-10-25 13:57:54,"10,000",일시불,07,30008147,승인,1047334507
6686,렛츠고강화캠핑,2025-10-25 13:51:07,"15,000",일시불,07,00674534,승인,1047369573
6687,신나라콜라텍1,2025-10-25 13:47:15,"10,000",일시불,02,18870823,승인,1047334507
6688,신나라콜라텍1,2025-10-25 13:46:24,"3,000",일시불,01,59512385,승인,1047334507
6689,신나라콜라텍1,2025-10-25 13:46:03,"10,000",일시불,01,59502549,승인,1047334507
6690,렛츠고강화캠핑,2025-10-25 13:43:10,"10,000",일시불,04,05655837,승인,1047369573
6691,렛츠고강화캠핑,2025-10-25 13:43:10,"10,000",일시불,04,12696713,승인,1047369573
6692,신나라콜라텍1,2025-10-25 13:32:08,"32,000",일시불,01,59430441,승인,1047334507
6693,신나라콜라텍1,2025-10-25 12:59:28,"11,000",일시불,12,58977145,승인,1047334507
6694,신나라콜라텍1,2025-10-25 12:50:28,"21,000",일시불,07,30008136,승인,1047334507
6695,신나라콜라텍1,2025-10-25 12:49:23,"19,000",일시불,01,59176310,승인,1047334507
6696,지에스25대부타운점,2025-10-25 12:48:08,"3,000",일시불,01,59158437,승인,1047369576
6697,렛츠고강화캠핑,2025-10-25 12:14:11,"32,500",일시불,15,82872174,승인,1047369573
6698,올빼미카워시,2025-10-25 12:06:06,"66,000",일시불,07,00050611,승인,1047363400
6699,올빼미카워시,2025-10-25 11:57:11,"33,000",일시불,06,16987555,승인,1047363400
6700,25시노래광장(즉),2025-10-25 11:14:08,"120,000",일시불,06,16331204,승인,1047369913
6701,귀한족발가락시장점,2025-10-25 11:00:09,"146,000",일시불,01,58542768,승인,1047365675
6702,귀한족발가락시장점,2025-10-25 10:42:10,"77,000",일시불,06,15873736,승인,1047365675
6703,25시노래광장(즉),2025-10-25 10:02:05,"120,000",일시불,06,15346538,승인,1047369913
6704,올빼미카워시,2025-10-25 09:58:12,"66,000",일시불,06,15313666,승인,1047363400
6705,올빼미카워시,2025-10-25 09:25:05,"55,000",일시불,03,16307703,승인,1047363400
6706,도화(즉),2025-10-25 00:30:11,"280,000",일시불,02,30024936,승인,1047363480
6707,크라운족발야탑점,2025-10-24 23:30:05,"26,000",일시불,02,30037082,승인,1047363149
6708,크라운족발야탑점,2025-10-24 22:19:06,"30,000",일시불,04,55717745,승인,1047363149
6709,귀한족발가락시장점,2025-10-24 22:16:04,"66,000",일시불,15,85861145,승인,1047365675
6710,푸라닭서초2동점,2025-10-24 21:00:05,"16,875",일시불,04,47989619,승인,1047365188
6711,푸라닭서초2동점,2025-10-24 20:58:05,"16,875",일시불,11,55691254,승인,1047365188
6712,푸라닭서초2동점,2025-10-24 20:58:05,"16,875",일시불,06,11172650,승인,1047365188
6713,푸라닭서초2동점,2025-10-24 20:57:04,"16,875",일시불,07,00168258,승인,1047365188
6714,크라운족발야탑점,2025-10-24 20:38:05,"40,000",일시불,03,18791391,승인,1047363149
6715,크라운족발야탑점,2025-10-24 20:07:14,"44,000",일시불,07,00862219,승인,1047363149
6716,크라운족발야탑점,2025-10-24 19:54:08,"279,100",일시불,03,00501506,승인,1047363149
6717,토브,2025-10-24 19:46:14,"20,000",일시불,02,30028390,승인,1047367468
6718,크라운족발야탑점,2025-10-24 19:38:08,"49,000",일시불,01,55196871,승인,1047363149
6719,귀한족발가락시장점,2025-10-24 19:24:11,"67,000",일시불,12,53235153,승인,1047365675
6720,신우(즉),2025-10-24 19:16:05,"880,000",일시불,02,30172370,승인,1047367470
6721,크라운족발야탑점,2025-10-24 18:52:10,"8,000",일시불,02,30089958,승인,1047363149
6722,귀한족발가락시장점,2025-10-24 18:52:10,"44,000",일시불,06,09398260,승인,1047365675
6723,크라운족발야탑점,2025-10-24 18:41:10,"47,000",일시불,01,54686568,승인,1047363149
6724,푸라닭서초2동점,2025-10-24 18:31:08,"21,900",일시불,02,30077257,승인,1047365188
6725,올빼미카워시,2025-10-24 18:28:06,"85,000",일시불,07,00411473,승인,1047363400
6726,홍콩(즉),2025-10-24 18:14:08,"1,000,000",12개월,12,52394102,승인,1047367471
6727,홍콩(즉),2025-10-24 18:13:08,"5,000,000",12개월,12,52388169,승인,1047367471
6728,홍콩(즉),2025-10-24 18:13:08,"5,000,000",12개월,12,52381991,승인,1047367471
6729,토브,2025-10-24 18:08:04,"20,000",일시불,06,08686097,승인,1047367468
6730,귀한족발가락시장점,2025-10-24 17:54:06,"51,000",일시불,02,24107523,승인,1047365675
6731,올빼미카워시,2025-10-24 17:25:10,"66,000",일시불,01,62210605,승인,1047363400
6732,크라운족발야탑점,2025-10-24 17:05:13,"40,000",일시불,06,07684650,승인,1047363149
